account_id,balance,owner_id
266,620859,39
267,254646,1285
268,316232,1583
269,844657,308
270,820652,1160
271,449186,1092
272,530538,142
273,890844,26
274,110665,1004
275,666459,742
276,741666,236
277,769440,361
278,283201,1333
279,564315,1884
280,456732,239
281,281433,304
282,871084,503
283,924457,143
284,487282,1537
285,397399,1369
286,892288,1013
287,222423,999
288,356871,530
289,735244,1221
290,10644,285
291,89771,392
292,512311,833
293,724156,493
294,514663,1458
295,97573,36
296,725391,829
297,609805,1360
298,556711,1134
299,577124,1528
300,475786,1440
301,241736,515
302,330876,395
303,997067,1098
304,200845,95
305,289930,992
306,550121,390
307,873074,206
308,378411,466
309,742411,29
310,47726,562
311,306327,284
312,668854,259
313,107570,252
314,298151,294
315,357256,903
316,264742,106
317,119629,245
318,515633,206
319,719796,1290
320,850544,306
321,89318,623
322,585181,61
323,625084,311
324,813373,116
325,952635,923
326,617113,1762
327,596251,157
328,776039,1249
329,217881,1563
330,692509,542
331,182256,492
332,2805,321
333,622656,1412
334,242720,67
335,737135,580
336,720775,37
337,826097,542
338,693300,302
339,445790,102
340,679094,461
341,866785,545
342,173982,123
343,785339,305
344,460485,148
345,318862,1411
346,285470,1931
347,459023,1012
348,932627,82
349,633039,661
350,240044,188
351,615643,295
352,704938,392
353,42185,296
354,493355,90
355,960571,906
356,457058,1199
357,95674,1008
358,349499,837
359,899398,215
360,727369,844
361,991107,1357
362,576818,1558
363,329795,181
364,810075,238
365,864998,1054
366,911597,337
367,56837,847
368,652878,741
369,463513,321
370,280028,105
371,302020,1900
372,508257,1431
373,660626,1994
374,744261,491
375,14338,1129
376,235615,191
377,483863,59
378,872565,332
379,751413,1911
380,286706,1445
381,495158,989
382,151668,1129
383,628492,1888
384,143139,1801
385,810208,142
386,356385,213
387,280150,260
388,761319,145
389,608093,1203
390,907291,251
391,507868,1104
392,799929,1131
393,978166,933
394,731380,387
395,244907,785
396,45767,211
397,739485,969
398,404832,196
399,159493,334
400,132378,76
401,348121,1209
402,104555,226
403,16093,936
404,913239,210
405,78463,317
406,277896,1985
407,416791,1419
408,344525,1745
409,398468,274
410,753629,321
411,914759,250
412,71744,1265
413,965664,1402
414,783041,466
415,797305,202
416,105389,1788
417,314012,1422
418,340131,24
419,375876,151
420,256059,299
421,714919,1160
422,183573,88
423,401126,1784
424,521841,494
425,243467,74
426,481894,521
427,942573,20
428,710526,148
429,463187,152
430,313685,301
431,723846,869
432,316797,1732
433,894787,788
434,399889,486
435,310244,1178
436,23005,152
437,415032,338
438,907088,1160
439,51426,1526
440,520856,382
441,813423,147
442,840886,311
443,199367,1304
444,792280,1389
445,713928,338
446,101883,322
447,41337,331
448,34985,903
449,137795,1500
450,342589,605
451,210548,90
452,919035,1105
453,526169,272
454,269452,85
455,845664,247
456,355168,1783
457,78957,240
458,236574,1980
459,707166,371
460,383542,286
461,14594,809
462,476877,254
463,705000,1534
464,862367,781
465,113609,761
466,26240,966
467,588678,1932
468,232120,1250
469,863874,1302
470,316869,1436
471,146566,239
472,319149,77
473,101913,60
474,142254,1101
475,703055,760
476,991925,357
477,778325,1203
478,686735,213
479,645558,1003
480,293328,1949
481,227823,759
482,247582,1947
483,718987,51
484,676149,1847
485,289282,816
486,995109,251
487,96126,233
488,670556,1315
489,53035,44
490,132040,125
491,71942,106
492,217220,284
493,911941,1666
494,154721,1586
495,2973,306
496,136306,297
497,182973,1636
498,27032,1775
499,828358,734
500,339498,302
501,54944,544
502,551640,863
503,499380,131
504,538169,742
505,528313,926
506,45471,1260
507,546781,338
508,32663,1318
509,888456,981
510,113206,1406
511,465108,1864
512,337758,166
513,132321,135
514,613799,1297
515,399407,666
516,309222,272
517,451096,1240
518,119971,1438
519,920341,334
520,907534,370
521,931230,925
522,867611,695
523,765054,852
524,327704,875
525,999914,767
526,497305,1891
527,89511,1704
528,780758,198
529,583397,67
530,588866,1960
531,128168,1373
532,697660,1790
533,910260,217
534,301601,27
535,108633,721
536,162246,436
537,888432,460
538,583286,1732
539,292099,1562
540,449956,1654
541,858182,393
542,673918,1383
543,974215,1248
544,280439,1421
545,736833,560
546,368074,174
547,150210,1782
548,72965,821
549,32146,1297
550,225583,1087
551,357455,930
552,756648,639
553,595164,1929
554,55164,1810
555,647850,1546
556,285320,168
557,509253,869
558,286436,849
559,119346,1050
560,297005,228
561,510271,1215
562,47623,632
563,57443,1228
564,991244,618
565,801280,282
566,125812,672
567,451574,1530
568,558453,779
569,585864,257
570,75576,182
571,44357,1520
572,965908,942
573,603727,642
574,743963,829
575,120768,593
576,340544,1979
577,648151,1941
578,964448,1413
579,885506,895
580,617476,893
581,414991,162
582,356005,382
583,176299,1596
584,119565,1297
585,949928,398
586,762712,180
587,854628,331
588,153557,211
589,631661,356
590,687351,1555
591,810389,1949
592,791093,951
593,470711,1187
594,591912,1807
595,338908,1280
596,331495,322
597,491699,140
598,835012,621
599,369038,116
600,484172,636
601,386649,117
602,675981,40
603,644883,47
604,485188,788
605,830281,1955
606,471579,22
607,683501,293
608,498733,1240
609,64879,1962
610,942802,1661
611,88425,366
612,41043,354
613,460767,897
614,166457,1249
615,296635,1880
616,354803,1587
617,827564,108
618,69113,686
619,711332,1143
620,758889,517
621,915700,309
622,611046,167
623,366813,1878
624,732409,1344
625,623945,265
626,324620,44
627,830117,1318
628,702667,262
629,718709,379
630,677406,48
631,379404,1042
632,189019,633
633,993702,175
634,237547,99
635,80913,80
636,106053,1615
637,875686,1106
638,39581,270
639,803531,1795
640,395019,1224
641,871728,371
642,848343,1280
643,458933,370
644,709217,747
645,640255,228
646,821874,1534
647,250786,1094
648,822471,1657
649,203440,1711
650,598128,1940
651,806814,237
652,527335,783
653,169930,1979
654,145121,310
655,672324,27
656,581478,761
657,886982,365
658,298910,256
659,286042,329
660,154506,1052
661,992386,47
662,927601,231
663,435050,55
664,392127,1029
665,393124,168
666,976041,653
667,681533,1464
668,144283,300
669,870068,1879
670,145534,1703
671,470392,241
672,83074,1856
673,875522,442
674,762560,1926
675,116587,867
676,315779,122
677,440218,489
678,479318,1276
679,949115,1714
680,17233,1098
681,253690,1178
682,450089,150
683,252249,723
684,696643,384
685,378120,1073
686,570511,1078
687,581070,1040
688,492972,1789
689,391435,793
690,374440,34
691,252838,177
692,108699,322
693,793435,377
694,369412,91
695,674020,1667
696,717941,1596
697,501776,1425
698,141403,1662
699,989441,1590
700,211383,601
701,928818,409
702,325138,1912
703,569408,1670
704,789882,75
705,374314,586
706,907855,25
707,130521,560
708,932694,224
709,938095,901
710,195892,174
711,385191,1019
712,279676,266
713,445120,373
714,862287,1234
715,336814,602
716,693024,672
717,631894,914
718,723270,86
719,44412,916
720,644718,181
721,670532,141
722,78686,30
723,380959,832
724,712413,1536
725,149715,64
726,819264,348
727,70499,259
728,384123,1322
729,594799,1945
730,712048,315
731,390084,760
732,601800,158
733,417368,752
734,261736,571
735,771411,14
736,405785,1061
737,274492,61
738,467951,361
739,299449,1254
740,209902,1006
741,77649,1747
742,748022,1841
743,849884,180
744,335112,1732
745,68093,1454
746,934629,595
747,746385,323
748,668676,359
749,533469,741
750,830541,412
751,518019,1619
752,600076,1135
753,578443,1646
754,90403,1811
755,751759,816
756,430749,270
757,77333,295
758,673540,650
759,713145,955
760,920607,263
761,670872,283
762,135300,1573
763,910385,1866
764,543269,255
765,169834,338
766,236422,1453
767,544103,1927
768,262778,41
769,577599,1959
770,317534,1281
771,526986,192
772,987346,1213
773,690731,351
774,634534,1848
775,590996,1893
776,29751,1770
777,672612,1943
778,682759,136
779,436822,1172
780,522230,63
781,303742,280
782,506404,619
783,718264,1654
784,76517,929
785,460959,324
786,213933,952
787,327766,295
788,769864,164
789,418084,177
790,539995,759
791,253480,654
792,471435,548
793,53063,199
794,906141,787
795,907340,509
796,979109,168
797,199055,641
798,539728,256
799,323528,1801
800,991148,185
801,252422,937
802,51021,723
803,626543,1014
804,705188,335
805,8574,1100
806,140440,221
807,383545,373
808,47440,188
809,589107,1168
810,302620,1134
811,472230,1033
812,865401,144
813,640725,349
814,101377,1997
815,355556,1628
816,791638,749
817,533853,1234
818,47504,83
819,349218,1462
820,479187,266
821,540546,1830
822,642848,1908
823,646447,805
824,622565,154
825,534473,1697
826,590268,1452
827,17445,1671
828,114928,1380
829,322623,299
830,914462,372
831,625905,55
832,687436,1981
833,606574,398
834,53849,1478
835,549697,350
836,812233,1270
837,861574,76
838,600383,65
839,200051,57
840,439122,643
841,213795,1415
842,641181,1588
843,762736,377
844,543878,283
845,694395,666
846,328993,772
847,956431,236
848,371496,1119
849,755944,1777
850,726991,1646
851,201603,992
852,585196,143
853,312071,1929
854,217346,361
855,332441,1002
856,979055,1148
857,286741,370
858,709489,1175
859,413697,1835
860,843700,396
861,301602,87
862,363188,41
863,268900,336
864,211883,110
865,978346,139
866,143941,557
867,615336,1518
868,702371,104
869,668933,116
870,433377,206
871,105428,968
872,5433,282
873,426673,81
874,921068,1804
875,209144,1333
876,336768,148
877,952040,122
878,602022,334
879,758243,1513
880,957590,20
881,925100,214
882,876822,19
883,195361,1015
884,919331,149
885,595551,612
886,351317,1902
887,569691,1314
888,984152,1822
889,490755,1033
890,118118,1657
891,481206,1498
892,195243,1472
893,829179,691
894,794068,1382
895,897734,1252
896,867161,831
897,90951,672
898,193757,196
899,339320,245
900,273453,4
901,790371,915
902,316613,676
903,11991,1174
904,726420,737
905,123967,1368
906,425110,328
907,938599,1891
908,326084,395
909,960632,1309
910,644481,189
911,140057,1961
912,784056,932
913,436045,192
914,794139,242
915,865708,1361
916,713390,507
917,551033,42
918,379358,1442
919,117659,1156
920,946746,1122
921,562728,1173
922,895993,672
923,713341,239
924,512573,1195
925,467122,1046
926,138353,233
927,591303,936
928,705448,947
929,22827,371
930,3161,1673
931,76577,297
932,734406,706
933,979981,124
934,33276,242
935,806325,369
936,764715,1314
937,392650,861
938,470325,196
939,393892,194
940,693939,1975
941,685280,69
942,187143,61
943,554531,202
944,875373,457
945,312856,47
946,570892,1473
947,863355,777
948,362974,944
949,982946,387
950,118326,392
951,439605,1353
952,926685,1918
953,216092,124
954,35207,1217
955,737449,1377
956,776513,126
957,245722,899
958,905686,1545
959,528373,72
960,855413,120
961,334394,295
962,705200,1583
963,316422,122
964,546571,339
965,288519,616
966,620407,1943
967,656401,90
968,519696,1139
969,987324,706
970,823975,781
971,436548,1427
972,394747,615
973,496520,1102
974,315344,462
975,844917,74
976,589704,119
977,584357,854
978,254655,796
979,678120,677
980,888283,922
981,759782,1097
982,281502,27
983,632209,1239
984,197303,150
985,759489,301
986,502681,445
987,349138,1858
988,16078,1862
989,777493,390
990,502184,1545
991,633760,357
992,959579,204
993,813185,659
994,559572,955
995,274267,632
996,521433,1808
997,757505,1645
998,335788,1720
999,328122,190
1000,906058,1153
1001,17007,299
1002,612401,1915
1003,309531,856
1004,241192,676
1005,257666,1707
1006,989294,1341
1007,800441,528
1008,672865,371
1009,176405,236
1010,177487,181
1011,512036,1120
1012,568471,1822
1013,549395,31
1014,77941,1735
1015,50871,343
1016,144170,212
1017,71269,119
1018,229344,5
1019,63386,765
1020,979269,1366
1021,691309,990
1022,558065,14
1023,17538,25
1024,561762,563
1025,526611,9
1026,451488,346
1027,112214,92
1028,156130,269
1029,552029,1270
1030,280310,726
1031,391172,41
1032,592447,236
1033,236828,1428
1034,889053,1696
1035,681463,1758
1036,424965,48
1037,499127,1132
1038,736986,20
1039,886392,1024
1040,347362,1607
1041,99994,1758
1042,240927,22
1043,725916,1778
1044,284263,244
1045,717675,153
1046,590882,279
1047,973882,368
1048,217221,9
1049,860556,1541
1050,973995,204
1051,591353,333
1052,890704,1710
1053,566820,1837
1054,775679,1548
1055,759340,1412
1056,362659,1527
1057,243420,896
1058,634565,175
1059,415973,305
1060,31064,168
1061,472436,1605
1062,579902,729
1063,194760,222
1064,398535,1354
1065,309727,1267
1066,77077,366
1067,398458,316
1068,161771,325
1069,378221,163
1070,988765,11
1071,798329,738
1072,91537,272
1073,584041,920
1074,108310,836
1075,581141,725
1076,822543,1225
1077,12940,789
1078,817018,795
1079,586716,1846
1080,599743,125
1081,399226,1404
1082,315759,551
1083,66340,299
1084,441557,566
1085,80657,1603
1086,258568,1934
1087,622651,254
1088,112168,938
1089,994913,14
1090,650318,1724
1091,345549,1766
1092,855088,882
1093,623266,334
1094,632512,657
1095,502278,103
1096,417584,1976
1097,770571,150
1098,603853,1006
1099,394322,167
1100,412022,1610
1101,591240,1909
1102,188667,1118
1103,28223,1127
1104,988780,237
1105,836433,225
1106,72518,1419
1107,705668,210
1108,317543,1298
1109,161630,1349
1110,77558,194
1111,502514,1225
1112,531221,1095
1113,438620,355
1114,376993,1620
1115,622665,275
1116,114682,175
1117,696982,337
1118,642439,1326
1119,710380,1322
1120,789245,1981
1121,451365,1631
1122,271306,202
1123,543998,1530
1124,603178,1409
1125,410133,767
1126,617181,1392
1127,361724,309
1128,109627,248
1129,90025,1886
1130,765618,1927
1131,359731,639
1132,546428,424
1133,102365,976
1134,474425,1427
1135,46853,615
1136,23682,59
1137,114675,332
1138,975094,337
1139,541058,125
1140,347067,328
1141,484498,1963
1142,660351,830
1143,689237,1312
1144,773207,60
1145,471413,405
1146,4666,797
1147,291865,106
1148,605393,33
1149,562968,1786
1150,206647,668
1151,703281,538
1152,670153,271
1153,641003,796
1154,364825,234
1155,647351,938
1156,740282,1380
1157,618836,315
1158,328399,275
1159,122629,626
1160,148225,1421
1161,625397,857
1162,443588,786
1163,563483,1302
1164,975904,1322
1165,174971,285
1166,196187,288
1167,649498,924
1168,998078,736
1169,204607,280
1170,529990,288
1171,717956,838
1172,880690,1455
1173,86686,343
1174,798025,1630
1175,288204,67
1176,176379,592
1177,778586,290
1178,576429,254
1179,119754,1173
1180,863274,1113
1181,862570,278
1182,753905,390
1183,445807,448
1184,685424,1700
1185,917304,153
1186,275581,231
1187,91208,1673
1188,813308,241
1189,850083,108
1190,367663,353
1191,663508,313
1192,145998,1262
1193,844565,106
1194,558136,719
1195,176556,1104
1196,306849,1442
1197,998660,548
1198,854779,348
1199,786530,1972
1200,290794,31
1201,735499,65
1202,153347,128
1203,798462,127
1204,513234,202
1205,281770,1296
1206,473947,769
1207,922878,1628
1208,540659,207
1209,981819,356
1210,996413,233
1211,2593,1192
1212,97666,376
1213,665678,235
1214,891401,734
1215,417035,1095
1216,864915,880
1217,338548,550
1218,573896,173
1219,893829,1160
1220,937589,704
1221,48174,100
1222,877345,1606
1223,974581,255
1224,478693,226
1225,448580,1963
1226,953582,1411
1227,316528,1332
1228,919176,1911
1229,377943,1341
1230,696787,762
1231,54302,85
1232,761253,626
1233,450081,480
1234,99807,1442
1235,81724,977
1236,544676,464
1237,8454,20
1238,126451,1674
1239,727744,217
1240,240068,146
1241,845106,1497
1242,385416,642
1243,401312,71
1244,916976,386
1245,149792,1387
1246,8886,1154
1247,461477,337
1248,658589,437
1249,646002,211
1250,227797,1762
1251,146814,206
1252,765470,302
1253,450246,1973
1254,259822,287
1255,260221,173
1256,756211,1229
1257,987002,1596
1258,888217,1737
1259,215425,618
1260,197810,1044
1261,677558,152
1262,832336,1839
1263,404630,254
1264,669077,1024
1265,931895,1082
1266,979290,185
1267,902628,793
1268,383162,216
1269,799776,354
1270,76537,1578
1271,14463,139
1272,967394,82
1273,417307,1617
1274,747245,1288
1275,444150,851
1276,671652,43
1277,160097,1262
1278,82860,635
1279,847312,417
1280,409711,670
1281,875064,1564
1282,69326,1318
1283,765416,896
1284,60718,123
1285,455589,1894
1286,638407,1254
1287,777722,1365
1288,125245,360
1289,735575,282
1290,999309,1017
1291,821021,1060
1292,175073,133
1293,819067,1536
1294,929473,376
1295,30782,1843
1296,285192,880
1297,746925,539
1298,80813,322
1299,377617,1047
1300,594423,1760
1301,267508,323
1302,706866,294
1303,776764,117
1304,900400,91
1305,48215,126
1306,964927,785
1307,899138,1908
1308,958343,1645
1309,439740,336
1310,436476,509
1311,284434,164
1312,390917,293
1313,945753,1379
1314,843409,458
1315,420400,95
1316,908100,953
1317,325790,1731
1318,478933,1133
1319,305759,411
1320,775501,623
1321,386162,951
1322,810143,1011
1323,944183,376
1324,257034,1631
1325,429954,1910
1326,363251,1110
1327,919809,1421
1328,1533,687
1329,890247,193
1330,108998,158
1331,440208,488
1332,149289,123
1333,46032,48
1334,433121,267
1335,480728,191
1336,608982,44
1337,668169,274
1338,620647,39
1339,694622,891
1340,305844,122
1341,971025,646
1342,872310,359
1343,474751,163
1344,989388,153
1345,807557,1598
1346,110790,319
1347,329287,955
1348,375691,1098
1349,473869,107
1350,893892,543
1351,846826,323
1352,738936,1693
1353,225465,83
1354,155528,168
1355,373023,509
1356,710078,101
1357,182313,1680
1358,896114,829
1359,576843,1533
1360,106857,947
1361,127352,72
1362,818895,1701
1363,207757,67
1364,719622,191
1365,88121,1321
1366,961993,531
1367,67603,12
1368,464971,1323
1369,949043,48
1370,128479,170
1371,53097,945
1372,454197,1176
1373,520226,203
1374,447389,1400
1375,952426,440
1376,467676,574
1377,643937,18
1378,678720,504
1379,925660,844
1380,91982,125
1381,439599,282
1382,835922,1812
1383,841134,1292
1384,401078,40
1385,502985,184
1386,360745,993
1387,337226,258
1388,27329,369
1389,30726,449
1390,294579,399
1391,555149,967
1392,244068,1197
1393,259896,52
1394,559614,546
1395,58624,378
1396,603656,113
1397,372039,199
1398,184654,89
1399,845372,652
1400,958377,184
1401,734591,1441
1402,590984,1163
1403,197377,1943
1404,568458,253
1405,39807,1005
1406,630889,477
1407,501207,1079
1408,643966,1880
1409,357311,268
1410,62448,166
1411,738927,1202
1412,116308,397
1413,76054,187
1414,694303,1930
1415,352909,207
1416,165154,280
1417,830307,224
1418,680714,998
1419,589275,1449
1420,643520,1903
1421,697860,115
1422,396764,360
1423,308823,1411
1424,1885,1493
1425,410623,294
1426,595048,395
1427,333674,1234
1428,231625,314
1429,982188,214
1430,781549,679
1431,335039,711
1432,93035,1814
1433,670147,344
1434,468325,172
1435,261662,430
1436,269125,718
1437,1343,369
1438,768170,898
1439,927519,341
1440,397108,1806
1441,106355,769
1442,682591,296
1443,170557,116
1444,886846,1637
1445,334198,42
1446,77804,215
1447,393696,1819
1448,573619,154
1449,354366,48
1450,936615,1257
1451,452275,64
1452,636818,85
1453,56157,81
1454,199212,421
1455,757111,1135
1456,278150,277
1457,249087,610
1458,599544,805
1459,161050,1006
1460,448377,8
1461,694178,1688
1462,209374,984
1463,179130,424
1464,496574,168
1465,823002,158
1466,938347,1002
1467,673045,187
1468,389043,379
1469,195646,190
1470,461101,540
1471,877740,464
1472,158471,127
1473,101400,342
1474,847438,705
1475,793202,1989
1476,63946,1134
1477,438967,268
1478,909004,352
1479,924481,294
1480,82790,613
1481,749003,1749
1482,944195,1170
1483,710446,1171
1484,126124,76
1485,181276,230
1486,222182,86
1487,44748,65
1488,456542,1400
1489,657694,1685
1490,270413,1219
1491,958580,1490
1492,406951,45
1493,341968,1131
1494,480412,267
1495,824758,7
1496,547945,301
1497,434574,58
1498,616493,1161
1499,985294,1976
1500,590016,217
1501,909613,147
1502,920538,705
1503,686594,785
1504,496025,1248
1505,422548,565
1506,713884,1247
1507,415018,80
1508,724056,170
1509,498302,1528
1510,21215,191
1511,317776,1626
1512,515500,1727
1513,102988,351
1514,140913,117
1515,464635,1524
1516,282507,165
1517,676913,310
1518,221659,905
1519,776936,209
1520,909313,1058
1521,540299,116
1522,326236,34
1523,142239,207
1524,922047,269
1525,202127,356
1526,877633,103
1527,478621,68
1528,738862,739
1529,863508,755
1530,666275,813
1531,32047,349
1532,622899,1002
1533,912765,1968
1534,366749,1130
1535,937942,1716
1536,722312,1702
1537,405343,57
1538,600056,1749
1539,898746,110
1540,710614,462
1541,429399,1335
1542,818207,1771
1543,9330,350
1544,678818,271
1545,8874,1641
1546,844193,1246
1547,743826,365
1548,938981,868
1549,481294,715
1550,316822,956
1551,653898,1689
1552,7704,210
1553,884247,1357
1554,678787,288
1555,312974,579
1556,66938,987
1557,671712,567
1558,273832,568
1559,935721,1951
1560,157212,386
1561,943390,493
1562,841339,1756
1563,692616,207
1564,756320,287
1565,309963,1019
1566,424252,858
1567,611344,73
1568,855653,293
1569,748021,1488
1570,669320,1095
1571,375911,344
1572,178243,1732
1573,189934,286
1574,134159,965
1575,847609,372
1576,191961,1870
1577,686224,172
1578,234176,728
1579,440897,158
1580,389737,170
1581,486288,603
1582,56284,241
1583,608502,299
1584,495158,37
1585,125636,257
1586,555575,196
1587,913151,111
1588,210026,71
1589,936215,1167
1590,150181,235
1591,189117,1466
1592,348787,250
1593,328638,363
1594,474012,10
1595,811117,1559
1596,166131,1566
1597,817629,1564
1598,454779,1259
1599,449865,827
1600,4895,197
1601,766151,409
1602,935336,29
1603,556829,1707
1604,4324,1386
1605,237256,510
1606,327252,706
1607,527786,786
1608,68458,343
1609,994535,153
1610,545561,1491
1611,454730,692
1612,359381,69
1613,376701,251
1614,994138,85
1615,20053,207
1616,137579,1490
1617,618337,45
1618,384398,253
1619,393417,20
1620,808713,131
1621,622774,100
1622,113365,339
1623,50578,41
1624,465897,854
1625,265015,1121
1626,215477,314
1627,9756,1291
1628,105885,1356
1629,653050,553
1630,439170,281
1631,536435,54
1632,296439,61
1633,521917,218
1634,815749,410
1635,211469,1072
1636,309698,840
1637,520465,1123
1638,978451,353
1639,2871,481
1640,950932,183
1641,701520,1176
1642,94458,1945
1643,758711,39
1644,675636,132
1645,276955,607
1646,852679,205
1647,893647,81
1648,709641,1642
1649,121531,1513
1650,933538,1553
1651,145117,1745
1652,344625,350
1653,652011,897
1654,97466,1502
1655,191752,702
1656,478715,820
1657,723415,790
1658,680364,216
1659,118548,86
1660,61495,1488
1661,108751,82
1662,506121,1210
1663,459447,348
1664,817012,778
1665,904476,60
1666,762606,1718
1667,506545,67
1668,930709,58
1669,66412,95
1670,12960,644
1671,550311,348
1672,758931,296
1673,702382,1958
1674,548513,266
1675,99868,1267
1676,260651,1489
1677,709147,1360
1678,879789,305
1679,57216,314
1680,164550,1914
1681,893251,962
1682,78501,339
1683,252593,165
1684,52796,570
1685,674567,1128
1686,246415,1674
1687,840183,910
1688,898198,181
1689,124473,648
1690,685111,382
1691,432368,827
1692,177,1125
1693,649137,310
1694,533030,1823
1695,704091,1341
1696,380992,699
1697,885331,115
1698,804694,1148
1699,751470,969
1700,474514,1467
1701,690917,1556
1702,372390,700
1703,574295,150
1704,111486,1438
1705,516342,337
1706,778579,1469
1707,266641,55
1708,126611,385
1709,226061,202
1710,199836,1601
1711,793928,56
1712,664000,1898
1713,129204,302
1714,479605,231
1715,528689,1959
1716,4548,1022
1717,580099,100
1718,506390,300
1719,965908,400
1720,606658,355
1721,134618,1670
1722,629718,1347
1723,528597,660
1724,638576,215
1725,260297,391
1726,359513,1974
1727,843890,232
1728,631792,846
1729,537179,384
1730,574416,1437
1731,772610,365
1732,227900,324
1733,749086,1279
1734,965939,708
1735,681664,1455
1736,528370,92
1737,338041,1305
1738,369348,390
1739,598357,1194
1740,437757,364
1741,882260,1831
1742,888459,1798
1743,548122,27
1744,152386,781
1745,209612,116
1746,168752,1609
1747,262732,350
1748,724141,128
1749,790200,105
1750,853568,735
1751,910201,1262
1752,906852,1151
1753,588534,1326
1754,822405,1047
1755,301610,357
1756,971489,97
1757,826394,854
1758,578944,161
1759,263550,1524
1760,818859,1780
1761,870300,227
1762,738857,1298
1763,791787,189
1764,632697,1513
1765,202897,1485
1766,715819,364
1767,182237,1972
1768,395521,62
1769,583635,572
1770,612353,330
1771,346620,3
1772,162325,1920
1773,338302,1902
1774,977673,1585
1775,694042,1727
1776,600495,1618
1777,822116,150
1778,230646,270
1779,71488,267
1780,436135,82
1781,96411,827
1782,223717,1810
1783,378323,679
1784,789216,1947
1785,588602,973
1786,9231,333
1787,467315,709
1788,643512,1316
1789,41814,125
1790,399898,658
1791,404620,59
1792,296567,1483
1793,862043,1059
1794,841814,264
